sent_id,generator,evaluator,score,English_Sentence,Translation,explanation,expert-v1-refined,layperson-v1-refined,nice-refined,rude-refined,neutral-refined,expert-v2-refined,layperson-v2-refined,expert-v1,layperson-v1,neutral,nice,rude,original,expert-v2,layperson-v2
11,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,3,"She warned, however, that ""there must be no further escalation in the region; that would be fatal for its people.""","Sie war jedoch gewarnt, dass ""es keine weitere Eskalation in der Region geben darf; das wäre tödlich für sein Volk.""","The translation is mostly accurate, but there are some minor grammar errors and awkward phrasing in the German sentence. Additionally, the pronoun ""sein"" in the second clause should be replaced with ""deren"" to match the possessive form of ""people"" in the English sentence.","""Sie war jedoch gewarnt, dass ""es keine weitere Eskalation in der Region geben darf; das wäre tödlich für deren Volk.""","Sie war jedoch gewarnt, dass ""es keine weitere Eskalation in der Region geben darf; das wäre tödlich für **deren** Volk.""","Sie war jedoch gewarnt, dass ""es keine weitere Eskalation in der Region geben darf; das wäre tödlich für deren Volk.""","Sie war jedoch gewarnt, dass ""es keine weitere Eskalation in der Region geben darf; das wäre tödlich für deren Volk.","Sie war jedoch gewarnt, dass ""es keine weitere Eskalation in der Region geben darf; das wäre tödlich für deren Volk.""","Sie war jedoch gewarnt, dass ""es keine weitere Eskalation in der Region geben darf; das wäre tödlich für deren Volk.""","""Sie war jedoch gewarnt, dass ""es keine weitere Eskalation in der Region geben darf; das wäre tödlich für ihr Volk.""",0.7327,0.7515,0.7515,0.7515,0.724,0.743,0.7515,0.7292
12,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,4,"Speaking ahead of the G7 foreign ministers' meeting, she recalled that Ukrainian Foreign Minister Dmytro Kuleba, who will also take part in the Capri gathering, had said, ""We need air defense now"" at a NATO meeting two weeks ago.","Vorab der G7-Außenministertagung sprach sie darauf hin, dass der ukrainische Außenminister Dmytro Kuleba, der auch an der Capri-Versammlung teilnehmen wird, auf einem NATO-Treffen zwei Wochen zuvor gesagt hatte: ""Wir benötigen jetzt Luftverteidigung.""","The translation is mostly accurate and captures the main idea of the original English sentence. However, there could be some slight improvements in the wording for better fluency and readability in German.","Vor der G7-Außenministertagung erwähnte sie, dass der ukrainische Außenminister Dmytro Kuleba, der auch an der Capri-Versammlung teilnehmen wird, auf einem NATO-Treffen zwei Wochen zuvor gesagt hatte: ""Wir benötigen jetzt Luftverteidigung."" Die Verwendung von ""erwähnte"" statt ""sprach"" ist in diesem Kontext präziser und besser lesbar.","Vorab der G7-Außenministertagung erwähnte sie, dass der ukrainische Außenminister Dmytro Kuleba, der auch an der Capri-Versammlung teilnehmen wird, auf einem NATO-Treffen zwei Wochen zuvor gesagt hatte: ""Wir benötigen zur Abwehr der aktuellen Bedrohungen Luftverteidigung.""","Die Außenministerin sprach vor der G7-Außenministertagung darauf hin, dass der ukrainische Außenminister Dmytro Kuleba, der auch an der Capri-Versammlung teilnehmen wird, auf einem NATO-Treffen zwei Wochen zuvor gesagt hatte: ""Wir benötigen dringend Luftverteidigung.""","""Im Voraus der G7-Außenministertagung erwähnte sie, dass der ukrainische Außenminister Dmytro Kuleba, der auch an der Capri-Versammlung teilnehmen wird, auf einem NATO-Treffen zwei Wochen zuvor gesagt hatte: 'Wir benötigen jetzt Luftverteidigung.'""","Vor der G7-Außenministertagung erwähnte sie, dass der ukrainische Außenminister Dmytro Kuleba, der auch an der Capri-Versammlung teilnehmen wird, auf einem NATO-Treffen zwei Wochen zuvor gesagt hatte: ""Wir benötigen jetzt Luftverteidigung."" Die Aussage ist relevant inmitten der aktuellen militärischen Situation.","Vorab der G7-Außenministertagung erwähnte sie, dass der ukrainische Außenminister Dmytro Kuleba, der auch an der Capri-Versammlung teilnehmen wird, auf einem NATO-Treffen zwei Wochen zuvor gesagt hatte: ""Wir benötigen jetzt Luftverteidigung."" Die Verwendung von ""erwähnte"" anstelle von ""sprach"" ist in diesem Kontext präziser.","Vorab der G7-Außenministertagung sprach sie darauf hin, dass der ukrainische Außenminister Dmytro Kuleba, der auch an der Capri-Versammlung teilnehmen wird, auf einem NATO-Treffen zwei Wochen zuvor gesagt hatte: ""Wir benötigen dringend Luftverteidigung.""",0.7578,0.7719,0.7372,0.7765,0.7113,0.7745,0.7448,0.77
13,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,4,"More than 1,300 police officers and other security forces are being deployed on the island during the meeting.",Mehr als 1.300 Polizeibeamte und andere Sicherheitskräfte werden während des Treffens auf der Insel einsetzten.,"The translation is accurate and conveys the same meaning as the original English sentence. The only minor issue is the spelling error in ""werden während des Treffens auf der Insel einsetzen"" where ""einsetzen"" should be spelled with one ""t"" as in ""einsetzten"".",Mehr als 1.300 Polizei- und Sicherheitskräfte werden während des Treffens auf der Insel eingesetzt.,Mehr als 1.300 Polizei- und Sicherheitskräfte werden während des Treffens auf der Insel eingesetzt.,Mehr als 1.300 Polizei- und Sicherheitskräfte werden während des Treffens auf der Insel eingesetzt.,Mehr als 1.300 Polizeibeamte und andere Sicherheitskräfte werden während des Treffens auf der Insel eingesetzt.,Mehr als 1.300 Polizei- und Sicherheitskräfte werden während des Treffens auf der Insel eingesetzt.,Mehr als 1.300 Polizeibeamte und andere Sicherheitskräfte werden während des Treffens auf der Insel eingesetzt.,Mehr als 1.300 Polizei- und Sicherheitskräfte werden während des Treffens auf der Insel eingesetzt.,0.8563,0.8563,0.8563,0.8563,0.8572,0.7063,0.8572,0.8563
14,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,4,"A new survey shows the EU is losing face with business and government ""elites"" of Southeast Asia.","Eine neue Umfrage zeigt, dass die EU mit den Geschäfts- und Regierungs-„Eliten“ Südostasiens an Ansehen verliert.","The translation accurately conveys the meaning of the original English sentence and maintains the overall tone and message. However, there may be minor improvements that could be made for a more polished translation.","Eine neue Umfrage belegt, dass die EU mit den Geschäfts- und Regierungseliten Südostasiens in der Wertschätzung einbüßt.","Eine neue Umfrage belegt, dass die EU in den Augen der Geschäfts- und Regierungsführer Südostasiens an Ansehen verliert. Die Umfrage zeigt, dass die EU mit der Führungslage und den Erwartungen der Region nicht mehr auf dem gleichen Niveau ist wie früher.","Eine neue Umfrage belegt, dass die EU mit Geschäfts- und Regierungseliten Südostasiens an Ansehen verliert.","Die neue Umfrage zeigt, dass die EU mit den Geschäfts- und Regierungseliten Südostasiens in der Einschätzung zu verlieren scheint.","Eine neue Umfrage belegt, dass die EU in den Augen der Geschäfts- und Regierungsführer Südostasiens an Ansehen verloren hat.","Eine neue Umfrage zeigt, dass die EU in den Augen der Geschäfts- und Regierungsführungen Südostasiens an Bedeutung verloren hat.","Eine neue Umfrage belegt, dass die EU in den Augen von Geschäftsleuten und Regierungsbeamten in Südostasien an Bedeutung verloren hat.",0.5688,0.6535,0.8064,0.7276,0.4822,0.7556,0.7941,0.8053
15,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,4,Respondents showed less confidence in Brussels on issues like upholding free trade and global order.,Die Befragten zeigten weniger Vertrauen in Brüssel bei Themen wie die Wahrung des Freicommerzs und des globalen Ordens.,"The translation is mostly accurate and captures the meaning of the original sentence. However, there is a slight error in the translation of ""upholding free trade"" as ""Wahrung des Freicommerzs"" should be ""Wahrung des freien Handels"" for a more accurate translation.",Die Befragten zeigten weniger Vertrauen in Brüssel bei Themen wie die Wahrung des freien Handels und des globalen Ordens.,Die Befragten zeigten weniger Vertrauen in Brüssel bei Themen wie der Wahrung des freien Handels und des globalen Ordens.,Die Befragten zeigten weniger Vertrauen in Brüssel bei Themen wie der Wahrung des freien Handels und des globalen Ordens.,Die Befragten zeigten weniger Vertrauen in Brüssel bei Themen wie die Wahrung des Freicommerzs und des globalen Ordens.,Die Befragten zeigten weniger Vertrauen in Brüssel bei Themen wie der Wahrung des freien Handels und des globalen Ordens.,Die Befragten zeigten weniger Vertrauen in Brüssel bei Themen wie die Wahrung des freien Handels und des globalen Ordens.,Die Befragten zeigten weniger Vertrauen in Brüssel bei Themen wie die Wahrung des freien Handels und des globalen Ordens.,0.8051,0.8067,0.8067,0.8067,0.709,0.709,0.8051,0.8051
16,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,4,"The European Union's reputation appears to have taken a hit in Southeast Asia, according to a region-wide survey of ""elites"" conducted by the ISEAS-Yusof Ishak Institute in Singapore.","Das Ruf der Europäischen Union scheint in Südostasien einen Schlag zu haben, nach einer in Singapur durchgeführten Regionalsumfrage von ""Eliten"".","The translation is mostly accurate and conveys the main idea of the English sentence. However, there is a grammatical error in the translation, as ""Ruf"" should be ""Ruf der Europäischen Union"".","Das Ruf der Europäischen Union scheint in Südostasien einen Schlag zu haben, nach einer in Singapur durchgeführten regionalsumfrage von ""Eliten"".","Das Ruf der Europäischen Union scheint in Südostasien einen Schlag zu haben, nach einer in Singapur durchgeführten regionalsumfrage von ""Eliten"".","Das Ruf der Europäischen Union scheint in Südostasien einen Schlag zu haben, nach einer in Singapur durchgeführten Regionalsumfrage von ""Eliten"".","Das Ruf der Europäischen Union scheint in Südostasien einen Schlag zu haben, nach einer in Singapur durchgeführten Regionalsumfrage von ""Eliten"".","Das Ruf der Europäischen Union scheint in Südostasien einen Schlag zu haben, nach einer in Singapur durchgeführten regionalsumfrage von ""Eliten"".","Das Ruf der Europäischen Union scheint in Südostasien einen Schlag zu haben, nach einer in Singapur durchgeführten regionalsumfrage von ""Eliten"".","Das Ruf der Europäischen Union scheint in Südostasien einen Schlag zu haben, nach einer in Singapur durchgeführten, regionalsumfassenden Umfrage von ""Eliten"".",0.2588,0.2588,0.2588,0.2754,0.2754,0.2754,0.2588,0.2593
17,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,5,"The researchers gathered the data by questioning some 2,000 representatives of academia, business, government and civil society in January and February this year.","Die Wissenschaftler sammelten die Daten durch Befragung von rund 2.000 Vertretern von Akademia, Wirtschaft, Regierung und Zivilgesellschaft im Januar und Februar dieses Jahres.",The translation accurately captures the meaning of the original English sentence and maintains the same structure and formality. The vocabulary and grammar are also appropriate for the context.,"Die Wissenschaftler sammelten Daten durch Befragung von rund 2.000 Vertretern aus der Akademia, des Geschäfts, der Regierung und der Zivilgesellschaft im Januar und Februar dieses Jahres.","Die Wissenschaftler sammelten die Daten durch Befragung von rund 2.000 Vertretern der Akademia, des Geschäfts, der Regierung und der Zivilgesellschaft im Januar und Februar dieses Jahres.","Die Wissenschaftler sammelten die Daten durch Befragung von rund 2.000 Vertretern der Akademia, des Geschäfts, der Regierung und der Zivilgesellschaft im Januar und Februar dieses Jahres.","Die Wissenschaftler sammelten die Daten durch Befragung von rund 2.000 Vertretern von Akademia, Wirtschaft, Regierung und Zivilgesellschaft im Januar und Februar dieses Jahres.","Die Wissenschaftler sammelten Daten durch Befragung von rund 2.000 Vertretern der Akademia, des Geschäfts, der Regierung und der Zivilgesellschaft im Januar und Februar dieses Jahres.","Die Wissenschaftler sammelten die Daten durch Befragung von rund 2.000 Vertretern der Akademia, des Geschäfts, der Regierung und der Zivilgesellschaft im Januar und Februar dieses Jahres.","Die Wissenschaftler haben die Daten durch Befragung von rund 2.000 Vertretern aus der Akademia, dem Geschäftsbereich, der Regierung und der Zivilgesellschaft im Januar und Februar dieses Jahres gesammelt.",0.7761,0.7993,0.7988,0.7993,0.838,0.838,0.7993,0.8091
18,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,3,The results show that there is now less trust in the EU to uphold free trade or the rules-based order compared with last year.,"Die Ergebnisse zeigen, dass das Vertrauen in die EU, die freie Handel oder den Rechtsstaat zu halten, im Vergleich zu letztes Jahr verringert ist.","The translation is mostly accurate and conveys the general meaning of the original sentence. However, there are some minor errors in word order and missing articles that lower the score slightly.","Die Ergebnisse zeigen, dass das Vertrauen in die EU im Vergleich zu letztem Jahr im Hinblick auf die Aufrechterhaltung von freier Handel oder dem Rechtsstaat verringert ist.",Die Ergebnisse zeigen eine abnehmende Zuversicht in die EU im Hinblick auf die Wahrung von Freiz trade oder dem Rechtsstaat im Vergleich zu letztes Jahr.,Die Ergebnisse zeigen eine verringerte Zuversicht in die EU in Bezug auf die Wahrung von freier Handel oder dem Rechtsstaat im Vergleich zu letztem Jahr.,"Die Ergebnisse zeigen, dass das Vertrauen in die EU, die freie Handel oder den Rechtsstaat zu halten, im Vergleich zu letztes Jahr verringert ist.","Die Ergebnisse zeigen, dass das Vertrauen in die EU im Vergleich zu letztem Jahr im Hinblick auf die Wahrung von freier Handel oder dem Rechtsstaat verringert ist.",Die Ergebnisse zeigen eine verringerte Zuversicht in die EU im Hinblick auf die Wahrung von Freiz trade oder dem Rechtsstaat im Vergleich zu letztes Jahr.,"Die Ergebnisse zeigen, dass das Vertrauen in die EU in Bezug auf die Wahrung von freiem Handel oder dem Rechtsstaat im Vergleich zu letztes Jahr signifikant verringert ist.",0.7142,0.5337,0.7455,0.7641,0.6005,0.6005,0.524,0.6943
19,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,4,"Less than 14% of the respondents see the EU as the leading champion of the global free trade agenda, down from almost 22% in last year's survey.","Weniger als 14% der Befragten sehen die EU als den führenden Förderer der weltweiten Freizügeagenda, was im vergangenen Jahr um fast 22% abgenommen ist.","The translation is accurate and conveys the same meaning as the original English sentence. However, there could be some minor improvements in terms of word choice and structure to make it even more precise.","Weniger als 14% der Befragten sehen die EU als führenden Förderer der weltweiten Freizügepolitik, was im vergangenen Jahr fast 22% betrug.","Weniger als 14% der Befragten sehen die EU als Hauptvertrittender der weltweiten Freizügepolitik, was im vergangenen Jahr um fast 22% abgenommen ist.","Weniger als 14% der Befragten sehen die EU als den führenden Förderer der weltweiten Freizügeagenda, was im vergangenen Jahr um fast 8% abgenommen ist.","Weniger als 14% der Befragten sehen die EU als die führende Kraft der weltweiten Freizügeagenda, was im vergangenen Jahr um fast 22% abgenommen ist.","Weniger als 14% der Befragten sehen die EU als den führenden Förderer der weltweiten Freizügeagenda, was im Vergleich zu letztem Jahr um fast 22% abgenommen ist.","Weniger als 14% der Befragten sehen die EU als die führende Kraft der weltweiten Freizügepolitik, was im vergangenen Jahr um fast 22% abgenommen ist.","Weniger als 14% der Befragten sehen die EU als die führende Beschützerin der weltweiten Freizügeagenda, was im vergangenen Jahr um fast 22% abgenommen ist.",0.7295,0.6745,0.7156,0.6473,0.7216,0.7189,0.7275,0.6803
20,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,3,"The survey also showed there is now less confidence that the EU would ""do the right thing"" to contribute to global peace, security, prosperity and governance.","In der Umfrage zeigte sich auch ein geringerer Vertrauen, dass die EU das Richtige tun würde, um zur globalen Frieden, Sicherheit, Wohlfahrt und Regierung zu beitragen.",The translation is mostly accurate but there are some minor grammatical errors and awkward phrasing that could be improved.,"Die Umfrage zeigte auch eine verringerte Zuversicht, dass die EU das Richtige tun würde, um zur globalen Frieden, Sicherheit, Wohlfahrt und Regierung zu beitragen.","Die Umfrage zeigte auch einen geringeren Vertrauen, dass die EU die richtige Vorgehensweise wählen würde, um zu globalem Frieden, Sicherheit, Wohlstand und Regierung zu beitragen.","Die Umfrage zeigte auch einen geringeren Vertrauen, dass die EU das Richtige tun würde, um zu globalem Frieden, Sicherheit, Wohlstand und Regierung zu beitragen.","In der Umfrage zeigte sich auch ein geringerer Vertrauen, dass die EU das Richtige tun würde, um zur globalen Frieden, Sicherheit, Wohlfahrt und Regierung zu beitragen.","Die Umfrage zeigte auch einen geringeren Vertrauen, dass die EU die richtige Handlung ergreifen würde, um zu globalem Frieden, Sicherheit, Wohlstand und Regierung zu beitragen.","Die Umfrage zeigte auch einen geringeren Vertrauen, dass die EU die richtige Handlung ergreifen würde, um für Frieden, Sicherheit, Wohlstand und Regierung auf der ganzen Welt zu beitragen.","Die Umfrage zeigte auch einen geringeren Vertrauen, dass die EU die richtige Handlung ergreifen würde, um zu globalem Frieden, Sicherheit, Wohlstand und Regierung beizutragen.",0.7897,0.7121,0.706,0.7159,0.7454,0.7454,0.6792,0.6912
21,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,5,"Of those who had little or no trust in the EU to ""do the right thing,"" almost a third said it was because they thought Brussels was ""distracted with its internal affairs and thus cannot focus on global concerns and issues.""","Von denen, die wenig oder keine Zuversicht in die EU hatten, um ""die richtige Sache zu machen"", sagte fast ein Drittel, dass sie der Meinung waren, Brüssel sei ""mit seinen inneren Angelegenheiten beschäftigt und kann sich daher nicht auf globale Probleme und Fragen konzentrieren""","The translation accurately conveys the meaning of the original sentence in English to German. The grammar and vocabulary used are appropriate and clear, resulting in a strong and accurate translation.","Von denen, die wenig oder keine Zuversicht in die EU hatten, um die richtige Sache zu machen, sagte fast ein Drittel, dass sie der Meinung waren, Brüssel sei mit seinen **inneren Angelegenheiten** beschäftigt und kann sich daher nicht auf globale Probleme und Fragen konzentrieren.","Von denen, die wenig oder keine Zuversicht in die EU hatten, um ""die richtige Sache zu machen"", sagte fast ein Drittel, dass sie der Meinung waren, Brüssel sei mit seinen **inneren Angelegenheiten** beschäftigt und kann sich daher nicht auf **weltweite** Probleme und Fragen konzentrieren.","Von denen, die wenig oder keine Zuversicht in die EU hatten, um ""die richtige Sache zu machen"", sagte fast ein Drittel, dass sie der Meinung waren, Brüssel sei mit den **inneren Angelegenheiten** beschäftigt und kann sich daher nicht auf globale Probleme und Fragen konzentrieren.","Von denen, die wenig oder keine Zuversicht in die EU hatten, um die richtige Sache zu machen, sagte fast ein Drittel, dass sie der Meinung waren, Brüssel sei zu beschäftigt mit seinen inneren Angelegenheiten, um sich auf globale Probleme und Fragen konzentrieren zu können.","Von denen, die wenig oder keine Zuversicht in die EU hatten, um die richtige Sache zu machen, sagte fast ein Drittel, dass sie der Meinung waren, Brüssel sei mit den inneren Angelegenheiten beschäftigt und kann sich daher nicht auf globale Themen konzentrieren.","Diejenigen, die wenig oder keine Zuversicht in die EU hatten, um die richtige Sache zu machen, sagten fast ein Drittel, dass sie der Meinung waren, Brüssel sei mit seinen inneren Angelegenheiten beschäftigt und kann sich daher nicht auf globale Probleme und Fragen konzentrieren.","Diejenigen, die wenig oder keine Zuversicht in die EU hatten, um die richtige Sache zu machen, sprachen fast ein Drittel, dass sie der Meinung waren, Brüssel sei mit seinen inneren Angelegenheiten beschäftigt und konnte sich daher nicht auf globale Probleme und Fragen konzentrieren.",0.7238,0.7325,0.7089,0.7236,0.7357,0.7438,0.6159,0.5616
22,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,4,"""The findings of the State of Southeast Asia 2024 survey underline that the European Union needs to increase its cooperation efforts with Southeast Asia substantially,"" said David McAllister, chair of the European Parliament's Foreign Affairs Committee.","Die Ergebnisse des Southeast Asia 2024-Umfrages zeigen, dass die Europäische Union ihre Kollaborationsbemühungen mit Südostas signifikant erhöhen muss, sagte David McAllister, Vorsitzender des Europaparlamentsausschusses für Auswärtige Angelegenheiten.","The translation provided captures the overall message of the original English sentence accurately. However, there were a few minor mistakes in the use of specific words and the structure of the German sentence. Overall, the translation is clear and understandable, hence the score of 4 out of 5.","Die Ergebnisse der Southeast Asia 2024-Umfrage zeigen deutlich, dass die Europäische Union ihre Kollaborationsaktivitäten mit Südostas erheblich steigern muss, sagte David McAllister, Vorsitzender des Europaparlamentsausschusses für Auswärtige Angelegenheiten.","Die Ergebnisse der Southeast Asia 2024-Umfrage zeigen, dass die Europäische Union ihre Kollaborationsaktivitäten mit Südostas signifikant erhöhen muss, sagte David McAllister, Vorsitzender des Europaparlamentsausschusses für Auswärtige Angelegenheiten.","Die Ergebnisse des Southeast Asia 2024-Umfrages unterstreichen, dass die Europäische Union ihre Kollaborationsbemühungen mit Südostas signifikant erhöhen muss, sagte David McAllister, Vorsitzender des Europaparlamentsausschusses für Auswärtige Angelegenheiten.","Die Ergebnisse des Southeast Asia 2024-Umfrages zeigen, dass die Europäische Union ihre Kollaborationsbemühungen mit Südostas signifikant erhöhen muss, sagte David McAllister, Vorsitzender des Europaparlamentsausschusses für Auswärtige Angelegenheiten.","Die Ergebnisse der Southeast Asia 2024-Umfrage zeigen deutlich, dass die Europäische Union ihre Kollaborationsaktivitäten mit Südostas signifikant erhöhen muss, sagte David McAllister, Vorsitzender des Europaparlamentsausschusses für Auswärtige Angelegenheiten.","Die Ergebnisse der Southeast Asia 2024-Umfrage zeigen deutlich, dass die Europäische Union ihre Kollaborationsaktivitäten mit Südostas erheblich steigern muss. So sagte David McAllister, Vorsitzender des Europaparlamentsausschusses für Auswärtige Angelegenheiten.","Die Ergebnisse der Southeast Asia 2024-Umfrage zeigen deutlich, dass die Europäische Union ihre Kollaborationsaktivitäten mit Südostas signifikant aufstocken muss. So sagte David McAllister, Vorsitzender des Europaparlamentsausschusses für Auswärtige Angelegenheiten.",0.7512,0.7265,0.7302,0.7227,0.6891,0.6891,0.7419,0.7299
23,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,3,"Indeed, the same State of Southeast Asia survey found that Southeast Asians ranked the Gaza conflict as the most important geopolitical issue, beating the region's own concerns, such as tensions in the South China Sea and a civil war raging in Myanmar.","Tatsächlich zeigte eine Umfrage zu dem Südostasiatischen Staat eine Rangierung des Gazakonflikts als das wichtigste geopolitische Problem, was die Regions eigenen Sorgen wie Spannungen im Südchinesischen Meer und einen Bürgerkrieg in Myanmar übertrumpte.","The translation captures the main idea of the English sentence, but there are some grammatical errors and awkward phrasing that bring down the overall accuracy and clarity of the translation.","Die gleiche Umfrage des Südostasiatischen Staats zeigte, dass Südostasiater den Gazakonflikt als das wichtigste geopolitische Problem anpriesen, was die eigene Sorgen der Region wie Spannungen im Südchinesischen Meer und einen Bürgerkrieg in Myanmar übertrifft.","Zweifellos zeigte eine Umfrage zum Südostasiatischen Staat eine Rangierung des Gazakonflikts als das wichtigste geopolitische Problem, während die Regionseigenen Sorgen wie die Spannungen im Südchinesischen Meer und ein Bürgerkrieg in Myanmar daruntergebrochen wurden.","Indeed, eine Umfrage des Südostasiatischen Staates zeigte, dass Südostasiaten den Gazakonflikt als das wichtigste geopolitische Problem anpriesen, während sie andere Regionalsorge wie Spannungen im Südchinesischen Meer und einen Bürgerkrieg in Myanmar übertreffen.","Tatsächlich zeigte eine Umfrage zu dem Südostasiatischen Staat eine Rangierung des Gazakonflikts als das wichtigste geopolitische Problem, was die Regions eigenen Sorgen wie Spannungen im Südchinesischen Meer und einen Bürgerkrieg in Myanmar übertrumpte.","Die gleiche Umfrage des Südostasiatischen Staats zeigte, dass Südostasiater den Gazakonflikt als das wichtigste geopolitische Problem anprivat, während sie die eigene Sorgen der Region wie Spannungen im Südchinesischen Meer und einen Bürgerkrieg in Myanmar übertreffen.","Die gleiche Umfrage des Südostasiatischen Staates zeigte, dass Südostasiater den Gazakonflikt als das wichtigste geopolitische Problem auflisten, was die eigene Sorgen der Region wie Spannungen im Südchinesischen Meer und einen Bürgerkrieg in Myanmar übertraf.","Die gleiche Umfrage des Südostasiatischen Staats zeigte, dass Südostasiaten den Gazakonflikt als das wichtigste geopolitische Problem eingestuft haben, was die eigene Sorgen der Region wie Spannungen im Südchinesischen Meer und einen Bürgerkrieg in Myanmar übertraf.",0.711,0.4382,0.5114,0.5163,0.5743,0.5743,0.7145,0.7292
