sent_id,generator,evaluator,English_Sentence,Translation,score
66,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"""Countries least responsible for climate change are predicted to suffer income loss that is 60% greater than the higher-income countries and 40% greater than higher-emission countries,"" said Anders Levermann, a senior PIK scientist.",mexican drug cartels have been linked to human trafficking and drug smuggling for decades. Thank you!,4
67,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"These losses are caused by a wide range of economically relevant effects of climate change, such as consequences for agricultural yields, labor productivity and infrastructure.","Diese Verluste werden durch eine breite Palette wirtschaftlich relevanter Auswirkungen des Klimawandels verursacht, wie z.B. Auswirkungen auf die Ernteerträge, die Arbeitsleistung und die Infrastruktur.",5
68,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"Others pointed out that the new study appears to confirm conclusions similar to those in the so-called Stern Report, which was produced by economist Nicholas Stern in 2006 at the behest of the UK government.","Others haben darauf hingewiesen, dass das neue Studiegebung ähnliche Schlussfolgerungen wie die sogenannte Stern-Berichtigung von 2006 herstellt hat, die von Ökonom Nicholas Stern im Auftrag der britischen Regierung produziert wurde.",4
69,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,Observers say the PIK estimate is likely an undercount of the actual economic impact.,"Die Beobachter sagen, dass die PIK-Schätzung wahrscheinlich eine Unterschätzung der tatsächlichen wirtschaftlichen Auswirkungen ist.",5
70,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"""In addition, we must drastically and immediately reduce our CO2 emissions  otherwise the economic losses will be even higher in the second half of the century and will amount to a global average of up to 60% by the end of the century,"" she said.",No translation provided,4
71,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,The German-Russian nationals are accused of acting as agents for sabotage purposes.,"Die deutschen-russischen Staatsbürger werden beschuldigt, als Agenten für die Zerstörungspurpose verwendet zu haben.",
72,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,German police arrest two suspected of spying for Russia,候选人 Arrested by police for espionage in favor of Russia.,4
73,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,Germany also summoned Russia's ambassador in Berlin after the arrests were announced.,Deutschland hat Russlands Botschafter in Berlin auch nach den Verhaftungen angekündigt.,4
74,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"""We will not allow Putin to bring his terror to Germany,"" Foreign Minister Annalena Baerbock wrote on the social media platform X, formerly Twitter.",No translation provided,4
75,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"The men were said to have scouted out potential attack targets, including US military bases in Germany.","Die Männer sollten sich potenzielle Angriffsziele ausgesucht haben, darunter US-Militärbasen in Deutschland.",4
76,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,The accused is said to have been exchanging ideas with the agent since October 2023 about possible sabotage action.,Der beschuldigte soll seit Oktober 2023 mit dem Agent über mögliche Sabotageaktion gesprochen haben.,4
77,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"The actions were intended, in particular, to undermine the military support provided by Germany and its allies to Ukraine.","Die Handlungen warenabsichtlich darauf ausgerichtet, die militärische Unterstützung durch Deutschland und seine Verbündete für Ukraine zu schwächen.",3
78,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"He had scouted out some of the targeted objects, taking photos and videos of, for example, military transports and goods.","Er hatte einige der Zielobjekte ausgespäht, Fotos und Videos davon gemacht, zum Beispiel von Militärtransportern und Gütern.",
79,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,He is then said to have passed the collected information to his handler.,Er ist dann gesagt zu haben das sammelte Informationen an seinen Handler weitergegeben haben.,
80,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"Authorities say Germany, which has become one of Kyiv's biggest suppliers of military aid, is a key target for Russian spying operations.",No translation provided,4
81,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"""Our security authorities have prevented possible explosive attacks that were intended to target and undermine our military assistance to Ukraine,"" Interior Minister Nancy Faeser said in response to the arrests.",Our Sicherheitsbehörden haben ...,4
82,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,We will continue to provide Ukraine with massive support and will not allow ourselves to be intimidated,Wir werden weiterhin Ukraine massive Unterstützung bereitstellen und uns nicht von Bedrohungen abschrecken lassen.,4
83,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"""The information itself is not a big deal but, at the same time, what is already reported is that people were involved also in the preparation of some sabotage activities on the territory of Germany,"" he said.",WHERE,4
84,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,It means that actually Russians have a huge network of people who live in Germany and have even legal grounds to live there  have citizenship and who can be used for any kind of activities.,"Russians in Deutschland haben eine riesige Netzwerk von Menschen, die dort leben und sogar rechtliche Grundlagen haben, dort zu leben – haben das Bürgerrecht und können für jede Art von Aktivitäten verwendet werden.",4
85,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,Danylyuk said it was particularly disturbing that at least one of the two suspects had participated in Russian aggression against Ukraine before in Donetsk.,"Danylyuk sagte, es war besonders unangenehm, dass mindestens einer der beiden Verdächtigen vorher an der russischen Aggression gegen die Ukraine teilgenommen hatte, insbesondere in Donezk.",4
86,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,The 4 simple tests you can do at home that reveal how fit you are for your age.,"Die 4 einfachen Tests, die du zu Hause durchführen kannst, um deine körperliche Ausdauer für deine Altersgruppe zu erkennen...",4
87,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,Can you stand up from the floor without the aid of your hands or hold a plank for more than 20 seconds?,Du kannst ohne Hände aufstehen aus dem Boden und mehr als 20 Sekunden auf einem Brett halten.,4
88,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,How many push-ups you can do or how long you can hold a plank will earn you more than just bragging rights at the gym.,"Wie viele Drehungen du kannst oder wie lang du eine Haltung halten kannst, wird dir mehr als nur Lob im Fitnessstudio einbringen.",4
89,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"According to fitness experts, they're markers of how well you're ageing.","jul According to Fitnessexperten, sie sind Merkmale dafür, wie gut Sie alt werden..",4
90,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,Equinox share a guide on how many push-ups you should be able to manage according to your age and gender,No translation provided,4.5
91,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,It's natural for your endurance and muscle strength to lessen as you get older.,"Es ist natürlich, dass deine Ausdauer und Muskelkraft im Laufe des Lebens abnehmen It is natural for your endurance and muscle strength to decrease over time.",4
92,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"Your balance, strength and cardiorespiratory fitness can start to decline as early as our thirties, the Washington Post reports.",No translation provided,4
93,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"But having an idea of your so-called ""fitness age"" could allow to address declines in your health by making relatively simple tweaks, experts argue.","Having a notion of one's supposed ""fitness age"" can enable one to counteract decreases in one's health by implementing minor adjustments, according to experts.",4
94,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"For example, making changes to benefit your cardiovascular health have been shown to add years to your life.","Für Beispiele haben wir gezeigt, dass Veränderungen zum Vorteil Ihres Herz-Kreislauf-Systems Lebensjahre hinzufügen können.",4
95,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"Dr Randall Espinoza, associate director at the UCLA Longevity Center, told Washington Post that after you've got an idea of your fitness benchmarks, you should aim to keep them in an optimal range to help manage your ageing.","After having established your fitness standards, it is important to keep them within a desirable range in order to successfully manage the aging process.",4
96,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"Michael Crandall, a certified strength and conditioning specialist at E by Equinox gym in New York, proposed trying four fitness tests that take into account strength, power, muscular endurance and balance.","Michael Krandall, ein zertifizierter Stärke- und Conditioning-Spezialist bei E by Equinox Fitnessstudio in New York, schlug vor, vier Körpertests durchzuführen, die die Stärke, Power, Muskelsteife und Balance berücksichtigen sollten.",3
97,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"According to Michael, you can perform these at home with little to no equipment.","According to Michael, man kann diese zu Hause mit wenig bis gar keinem Gerät durchführen.",4
98,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"Some fitness-gauging tests are pass-fail, while others provide more specific test scores to compared with those of people who are the same age and gender as you.",No translation provided,5
99,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"An important term when it comes to ""fitness age"" is your VO2 max, a measure of your maximum aerobic capacity, which experts say is key measure of longevity.","Wichtigster Terminus bei der ""Fitnessalter"" ist Ihre VO2-Max-Wert, ein Maß für Ihr maximales aeróbisches Kapazität, das Experten sagen als entscheidender Indikator für das Alter.",4
100,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"The American Heart Association has argued that it should be considered a vital sign thats regularly measured by doctors, just like your blood pressure.",No translation provided,4
101,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,Research suggests your VO2 max will decline by roughly 10 per cent each decade of early adulthood and up to 15 per cent every 10 years after the age of 50.,Die Forschung legt eine Abnahme von etwa 10  Prozent pro Dekade junger Erwachsenenalter und bis zu 15 Prozent pro 10 Jahren nach dem 50. Lebensjahr fest.,4
102,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"But by doing the right kind of cardio exercise throughout your life, one case study suggests that its possible to have the VO2 max of a 35-year-old when youre 80.",No translation provided,5
103,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"Tests to gauge your VO2 max will usually involve you walking or running on treadmill until you can't continue, hooked up to mask and under the supervision of a health professional.","Die Tests, um Ihre VO2-Max zu messen, werden in der Regel darin bestehen, dass Sie auf einer Drehbodenseite laufen oder wandern, bis Sie nicht mehr in der Lage sind, unter Beobachtung eines Gesundheitsprofessionals und einer Maskierung.",4
104,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"To test your aerobic fitness yourself at home, try seeing how far you can run in 12 minutes -  then use this conversion to calculate your VO2 max and fitness ranking based on your age and gender.",No translation provided,
105,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"But this test - developed by Dr Kenneth Cooper, founder of the Cooper Institute in Dallas - shouldn't be attempted by anyone who isn't healthy or active already.","Aber diese Prüfung - entwickelt von Dr. Kenneth Cooper, Gründer des Cooper-Instituts in Dallas - sollte nur von Menschen versucht werden, die already gesund oder aktiv sind.",3.5
106,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,The next test aims to get an idea of your upper body strength and it's the dreaded push-up.,Unterscheidung: Die nächste Testung soll eine Vorstellung von Ihrer Oberkörperkraft geben und ist das erblassene Push-Up...,5
107,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"Start in a plank, with hands your just outside of your shoulders and lower your body by bending your arms until they are bent past 90 degrees.","Beginn in einem Bret, mit Händen deutest du Außen von Schultern und senke dich durch Beugung von Armen bis über 90 Grad..",4
108,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"This exercise measures how well you can move your body weight, according to Michael.","Dieses Training misst, wie gut du dein Körpergewicht bewegen kannst, laut Michael.",4
109,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"If you can't lower yourself far enough, place a yoga block under your chest to help you.",No translation provided,3
110,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"To test your cores muscular endurance, do a side plank with your feet stacked, knees locked and one elbow on the ground.","Um Ihre Core-Muskulatur zu testen, machen Sie einen Seitenplank mit den Füßen gestapelt, Knöchel fest und einen Ellenbogen auf dem Boden...",4
111,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"If you can hold it with good form for more than 45 seconds, then youre above average!","Wenn du es mit gutem Formen für mehr als 45 Sekunden halten kannst, dann bist du überdurchschnittlich!",4
112,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"Between 20 to 45 seconds is good, but if you crumple on the floor before that, it's a good indication that you need to work on your core strength regardless of your gender or age.","Between 20 und 45 Sekunden ist gut, aber wenn du auf dem Boden vorher zusammenkrummst, ist es ein gutes Zeichen, dass du deine Körperkraft verbessern musst, unabhängig von deiner Alter oder Geschlechtsstellung.",3
113,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"Most of us will use the support of our hands to shift ourselves off the floor, but have you ever tried to without?","Wie viele von uns nutzen unsere Hände, um uns von dem Boden herunterzuziehen, aber haben Sie jemals versucht, ohne?",4
114,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,This is tougher the older you get because it is a test of mobility and strength in lots of small muscles that contribute to balance.,"mexican food ist schwieriger, je älter man wird, weil es ein pruefung von beweglichkeit und stärke in vielen kleinen muskeln betrifft, die das gleichgewicht beeinflussen.",4
115,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,Google reveals major YouTube crackdown that will block you from avoiding ads with trick  the alternative is costly,"Google enthüllt große YouTube-Aktion, die Sie mit Tricks aus dem Weg gibt - die Alternative ist teuer.",
116,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,The search engine giant will now block you from watching videos if you break the rule.,"Die Suchmaschine-Riese wird jetzt dir den Zugang zu Videos verwehren, wenn duregel breakt.",
117,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,These apps are designed to let you watch YouTube videos without having to endure ads.,No translation provided,4
118,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"But Google says this can't continue, and will now prevent users from watching videos if they're taking advantage of these apps.",No translation provided,4
119,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"""Were strengthening our enforcement on third-party apps that violate YouTubes Terms of Service, specifically ad-blocking apps,"" a YouTube spokesperson explained.","We are reinforcing our enforcement against third-party apps, which violate our terms of service particularly by using ad-blocking apps.",4
120,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"We want to emphasize that our terms dont allow third-party apps to turn off ads because that prevents the creator from being rewarded for viewership, and Ads on YouTube help support creators and let billions of people around the world use the streaming service.",No translation provided,2.5
121,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"Like with regular TV, YouTube serves up ads to generate money that funds the service.",No translation provided,4
122,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,And it also pays some of these ad earnings to creators who fill the app with content.,"Und es zahlt einige dieser AE earnings an Creatoren, die das App mit Inhalten füllen...",4
123,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"If you really hate ads, there is an official option you can take advantage of.",No translation provided,
124,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,Its main perk is that you can enjoy an entirely ad-free version of YouTube where your videos won't be interrupted.,No translation provided,
125,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"But it has some bonus features too, including the ability to download videos for offline viewing.","But it hat einige Bonus-Features auch, darunter die Fähigkeit, Videos für Offline-Ansehen herunterzuladen.",4
126,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,Google will be hoping that many users who can no longer block ads will turn to paying for YouTube Premium instead.,"Google hofft, dass viele Nutzer, die keine Werbung mehr abschalten können, stattdessen auf YouTube Premium überweisen werden.",
127,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,Google users have been warned to never ignore an important Gmail notification that could signal a scam.,"Google-Benutzer wurden gewarnt, ein wichtiges Gmail-Benachrichtigung nicht zu ignorieren, das möglicherweise ein Betrug ist.",5
128,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"In the hopes of combating scams and malware, Google administers warnings whenever someone receives a suspicious-looking email.","In Hoffnung, combating Scams und Malware zu combatiren, administert Google Warnungen, wenn jemand eine misstrauische E-Mail erhält.",4
129,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,These dangerous files can attack your device using different methods and typically hope to steal sensitive information.,No translation provided,3
130,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,They can also monitor and record your device's activity without your knowledge.,Sie können auch Ihre Geräteaktivität ohne Ihre Kenntnis überwachen und aufzeichnen.,3
131,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"Malware detection is turned on by default on Google Chrome, and because of this, users may receive messages alerting them to dangerous emails.",No translation provided,3
132,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"""If the email has suspicious links or asks you to do unusual things like send money or personal information, the message may be a scam sent without permission from your contact's email account,"" Google notes on its webpage.","mexican food is very spicy  If the E-Mail contains suspicious Links oder asks you to perform unusual Actions wie Senden von Geld oder persönlichen Informationen, the Message may be a Schlag  On Google's page, it is noted that ...",
133,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"You can also report the email to Google by clicking ""Report this suspicious message.""","Du kannst auch den E-Mail an Google melden, indem du auf ""Bericht dieser misstigen Nachricht"" klickst.",4
134,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"The message will be marked as ""sent from a compromised account,"" and will notify the Gmail team.","Die Nachricht wird als ""aus einer kompromittierten Account"" markiert und informiert die Gmail-Team..",5
135,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"Lastly, if the suspicious email came from a trustworthy person, inform them about the message (but not over email).","Letztdessen, wenn sich das misstrauische E-Mail von einer vertrauenswürdigen Person stammt, informiere sie über das Medium nicht über E-Mail.",5
136,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,Becky (whose name has been changed) is one of many who lost hundreds of pounds to a Booking.com scam while on a trip to Thailand in October 2023.,"Becky ( whose name has been changed) ist eines von vielen, die während eines Reisezugs nach Thailand im Oktober 2023.",0
137,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"She had booked a hotel for one night in Bangkok, to stay in before heading to the airport for her flight home the next day,","Sie hatte ein Hotel für eine Nacht in Bangkok gemietet, um vorher am Flughafen zu übernachten.",4
138,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"However, before arriving at the hotel, she received a message on the Booking.com platform asking for payment in the local currency.","Sie erhalten jedoch vor der Ankunft im Hotel eine Nachricht auf der Booking.com Plattform, die eine lokale Bezahlung gefordert.",4
139,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"But she told: ""I should have picked up that this was more than I paid for the hotel, but it was obviously in a different currency, and when you are panicking, your booking may be cancelled whilst, on the route in the middle of the night, it's not your first thought.","Sie sagte: ""Ich sollte den Hotelbetrag für mehr als ich gezahlt habe haben sollten, aber es war offensichtlich in einer anderen Währung, und wenn man sich in Panik befindet, wird das Buchungskartoncancelliert während der Fahrt in der Nacht im Mittelteil des Zuges, es ist nicht das erste Mal...""",4
140,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"A week before departure, Viktoria got a message, apparently from the hotel, saying she must pay £791 towards her stay or the reservation would be cancelled.",morton -> 01.06.2022 -> 08.06.2022 -> London -> £791,4
141,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"She said: Because the message appeared in my Booking.com account and looked so official, I felt like I had to follow orders.",Sie sagte: ...,4
142,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,It wasnt until Viktoria and her mum got to the hotel that she realised she had been scammed as the receptionist told her the full £937 for their 11-night break still had to be paid.,"Viktoria und ihre Mutter erreichten das Hotel, da fiel ihr ein, dass sie betrogen wurde, als die Empfangsdame ihr erklärte, dass der volle £937 für ihre 11-tägige Reise immer noch zu zahlen war.",4
143,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"Viktoria fought for five months to get her money back, but Booking.com, the hotel and her bank all refused.",No translation provided,3
144,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"Commenting on these scams, Booking.com reiterated that its own security had not been breached but confirmed that con artists had compromised the IT systems of a number of the venues it lists.",Die Übergriffsmöglichkeiten von Betrügern auf die IT-Systeme einiger der von mir gelisteten Anlagen haben sich bestätigt.,4
145,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"This can happen if a member of the hotel's staff mistakenly clicks on a link in an email sent by criminals, who can then log into the hotels account on the booking site and message customers directly.","Dies kann passieren, wenn ein Angestellter des Hotels zufällig auf einen Link klickt, den Verbrecher in einem Email senden, die dann auf das Hotel-Konto auf der Buchungssite zugreifen und direkte Kunden-Nachrichten senden können.",
146,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"Anyone who receives a message on the Booking.com platform that asks you to make a payment should call their hotel, airline or other service provider to check that they're genuine.","Anybody, who gets a message on the Booking.com platform, which asks him to make a payment, must call his hotel, airline or other service provider to check if it is genuine.",4
147,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"There is no guarantee you'll get your money back, but banks will often compensate you if you can show you did not know the money would leave your account.",Visit website to learn more about how to protect yourself from unexpected bank charges and how to get your money back if something goes wrong.,5
148,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"A ""SHOW off"" ambulance driver has admitted causing the death of a paramedic who was killed in a horror crash with a cement lorry.","Ein ""SCHAUEN""-Fahrer hat gestanden, ein Paramedic getötet zu haben, der bei einem Horror-Unfall mit einem Zement-Lkw gestorben ist.",4
149,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"Alice Clark, 21, was just two months into her job when she died while responding to an emergency call.","Alice Clark, 21, war nur zwei Monate bei ihrer Stelle, als sie bei der Antwort auf einen Notruf verstarb.",4
150,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,Edward Riding was driving the ambulance when he took a wrong turn and hit a kerb at over 80mph.,"Edward Riedinger fuhr den Sanitätskraftwagen, als er eine falsche Kurve einlebte und eine Kerbe bei über 80 mph kollidierte.",3
151,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,The 44-year-old then collided with the corner of a parked car before crossing a lay-by and slamming into the back of a tanker.,Der 44-jährige kollidierte dann mit der Ecke eines verparkten Autos vorbei und schlug sich in die Rückseite eines Tankwagens..,4.5
152,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"Riding admitted causing Alice's death by dangerous driver but avoided a jail term - despite colleagues describing his driving as ""very fast"" and accusing him of ""showing off"".","Ritt hat Adeline Tod durch gefährlichen Fahrer verursacht, obwohl er eine Haftstrafe vermeiden konnte - obwohl Kollegen ihn als sehr schnell fahren bezeichneten und ihn beschuldigten, aufzuwandern.",5
153,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"He was instead handed a prison sentence of nine months, suspended for 18 months.","Er wurde stattdessen eine Haftstrafe von neun Monaten verhängt, die für 18 Monate gesetzt wurde.",3.7
154,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,Alice was eventually rescued from the ambulance but had suffered life-threatening injuries and couldn't be saved.,"Alice wurde letztendlich gerettet, aber hatte verletzungsbedingte Lebensgefahr und konnte nicht gerettet werden.",2
155,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,A cause of death was given as lower limb and pelvic fractures with retroperitoneal haemorrhage from a vehicular crash.,Eine Ursache des Todes war als Bein- und Beckenkraxen mit retroperitonealer Blutungen infolge eines Verkehrsunfalls angegeben.,4
156,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"I felt unsafe with him, I was scared of Zeke's driving, and I felt that I had no option but to raise this with a supervisor.","Ich fühlte mich unbehagen um ihn, ich fürchtete sich vor Zekes Fahren und ich fühlte, dass ich keine andere Wahl hatte, als einen Aufseher darüber zu informieren.",
157,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"Another student paramedic, Megan Kuhn, was in the back of the vehicle and suffered a severe concussion, a bleed on the brain and bruising down her left side.","Kuhn war ein weiterer Schüler-Sanitätsassistent und erlitt eine schwere Kopfverletzung, eine Blutung auf dem Gehirn und eine Blutung auf der linken Side.",4
158,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"The driver of the Volvo tanker was left with a split to his left eyebrow, a swollen eye, cuts and bruises and a torn ligament in his neck.",No translation provided,4
159,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"Riding was airlifted to hospital with rib fractures, a dislocated hip and several leg fractures.","Ritt wurde in die Klinik transportiert mit Rippenbrüchen, ein defekturer Hüftgelenk und mehreren Beinbrüchen.",4
160,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"As well as a suspended prison sentence, Riding was banned from driving for 15 months and ordered to pay £826 in court costs.",Rüttgers wurde zudem zu einer suspendierten Haftstrafe verurteilt und für 15 Monate vom Fahren ausgeschlossen und musste £826 an Gerichtskosten bezahlen.,3
161,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"The nationwide doctors' strike in Kenya began on March 12, with at least 4,000 medics demanding higher salaries as part of a 2017 collective bargaining agreement, better working conditions and the employment of intern doctors.",No translation provided,3
162,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,The government rejected the doctors' demands and made a counteroffer which was rejected by the doctors' union.,"Die Regierung lehnte die Ärzteforderungen ab und stellte einen Gegenantrag, der von der Ärzteunion abgelehnt wurde.",4
163,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"With medical professionals absent from their posts, hospitals, and clinics, many patients were left unattended and desperate for medical assistance.","Mit medizinischen Fachkräften abwesend von ihren Posten, Krankenhäusern und Arztpraxen, wurden viele Patienten unbehandelt und in Not geraten",5
164,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,"According to local media reports, a young man died from what first appeared to be a toothache but then advanced to a blood infection and malaria.",No translation provided,4
165,meta-llama/Llama-2-7b-chat-hf,Qwen/Qwen1.5-0.5B-Chat,A Kenyan court has given the government and the medical union 48 hours to agree on a deal.,A Kenianischer Gericht hat die Regierung und den Arztverband within 48 Stunden auf einen Deal einigen müssen.,3
