sent_id,generator,evaluator,german_sentence,Translation,number_of_critical_errors,number_of_major_errors,number_of_minor_errors,final_score
142,google/gemma-1.1-7b-it,Qwen/Qwen1.5-0.5B-Chat,"In einem Café in Lower Manhattan regten sich die Kunden über das klappernde Geschirr auf, wie die Nachrichtenagentur AP berichtet."," In a cafe in Lower Manhattan, customers discussed the clattering dishes, as reported by the Associated Press agency.",1,4,0,-17
143,google/gemma-1.1-7b-it,Qwen/Qwen1.5-0.5B-Chat,"Ein Angestellter gegenüber AP: ""Ich dachte, hier kann es doch kein Erdbeben geben."" Uns liegen derzeit keine Berichte über größere Auswirkungen vor, aber wir sind noch dabei, die Folgen zu bewerten."," An employee regarding AP: ""I thought there wouldn't be an earthquake here."" There are no reports of major effects so far, but we are still evaluating the consequences.",0,0,0,0
144,google/gemma-1.1-7b-it,Qwen/Qwen1.5-0.5B-Chat,"New Yorker Anwohner berichteten in den sozialen Medien, dass sie ein Rumpeln an der Ostküste spürten.",New Yorkers reported on social media that they spotted a rumble on the East Coast.,2,0,1,-11
145,google/gemma-1.1-7b-it,Qwen/Qwen1.5-0.5B-Chat,"Die New Yorker Feuerwehr teilte mit, dass es zunächst keine Berichte über Schäden gab.",There were no reports of injuries among the New York firefighters.,0,0,0,0
146,google/gemma-1.1-7b-it,Qwen/Qwen1.5-0.5B-Chat,Die Erschütterungen weckten Erinnerungen an das Erdbeben vom 23.,The tremors awakened memories of the earthquake on the 23rd.,,,,
147,google/gemma-1.1-7b-it,Qwen/Qwen1.5-0.5B-Chat,"August 2011, das Millionen von Menschen von Georgia bis Kanada erschütterte.","August 2011, millions of people were displaced from Georgia to Canada.",2,3,2,-21
148,google/gemma-1.1-7b-it,Qwen/Qwen1.5-0.5B-Chat,Die Bedrohung ist spürbar und wird auch von den Bürgern wahrgenommen - das zeigt der ARD-Deutschlandtrend.,The threat is noticeable and is also perceived by the citizens - this is shown by the ARD-Deutschland trend.,,,,
149,google/gemma-1.1-7b-it,Qwen/Qwen1.5-0.5B-Chat,Inzwischen ist das Geld weitgehend mit festen Aufträgen für Rüstungsgüter hinterlegt.,The money is mostly secured with fixed deposits for rental equipment.,0,0,0,0
150,google/gemma-1.1-7b-it,Qwen/Qwen1.5-0.5B-Chat,"Die Bundeswehr soll so umgebaut werden, dass sie für den Ernstfall bereit ist, also für den Fall, dass Deutschland angegriffen würde."," The German Armed Forces should be reorganized so that they are prepared for a serious emergency, that is, in the event that Germany were to be attacked.",0,3,4,-13
151,google/gemma-1.1-7b-it,Qwen/Qwen1.5-0.5B-Chat,Sieben von zehn und damit mehr als vor fünf Jahren betrachten Frieden und Sicherheit in Europa als sehr stark beziehungsweise stark gefährdet.,Seven out of ten people now consider peace and security in Europe to be much stronger or stronger than five years ago.,1,3,2,-16
152,google/gemma-1.1-7b-it,Qwen/Qwen1.5-0.5B-Chat,Das Meinungsforschungsinstitut infratest-dimap hat für den Deutschlandtrend am 2 und 3 April 2024 insgesamt 1304 repräsentativ ausgesuchte Wahlberechtigte befragt.," The infratest-dimap opinion research institute surveyed a total of 1,304 representative voters in Germany on April 2 and 3, 2024.",6,1,9,-42
153,google/gemma-1.1-7b-it,Qwen/Qwen1.5-0.5B-Chat,"Deutschland und seine Verbündeten müssten glaubhaft abschrecken, damit niemand auf die Idee komme, ""uns als NATO-Gebiet anzugreifen"", betonte Pistorius, der im ARD-Deutschlandtrend der mit Abstand beliebteste Politiker ist."," Germany and its allies must convincingly dispel any notion that they could be targeted as a NATO territory, Pistorius emphasized, who is by far the most popular politician in the ARD-Deutschlandtrend.",3,2,0,-21
154,google/gemma-1.1-7b-it,Qwen/Qwen1.5-0.5B-Chat,Der Rückhalt für das Bündnis in der Bevölkerung ist angesichts der aktuellen Lage groß.,The population burden for the bond in the population is huge given the current situation.,3,1,0,-18
155,google/gemma-1.1-7b-it,Qwen/Qwen1.5-0.5B-Chat,"Die Allianz ist für 82 Prozent wichtig für die Friedenssicherung in Europa, nur etwa jeder Zehnte hält sie für überflüssig."," The alliance is important for 82 percent for European peacekeeping, but about every tenth person thinks it is superfluous.",0,3,1,-10
156,google/gemma-1.1-7b-it,Qwen/Qwen1.5-0.5B-Chat,"Donald Trump, der erneut US-Präsident werden will, hat die Mitgliedschaft der USA in der NATO schon mehr als einmal in Frage gestellt."," Donald Trump, who is hoping to become US President again, has already questioned the US membership in NATO more than once.",1,0,2,-7
157,google/gemma-1.1-7b-it,Qwen/Qwen1.5-0.5B-Chat,"Eine Mehrheit der Deutschen findet es wichtig, das gemeinsame Bündnis mit den USA zu bewahren.",A majority of Germans believe it is important to maintain the common bond with the United States.,3,0,0,-15
158,google/gemma-1.1-7b-it,Qwen/Qwen1.5-0.5B-Chat,"69 Prozent sind der Meinung, dass das im europäischen Eigeninteresse liegt.",About 69% believe that it is in the European interest.,1,0,1,-6
159,google/gemma-1.1-7b-it,Qwen/Qwen1.5-0.5B-Chat,"Die Haltung der Bundesbürger zur EU fällt im ARD-Deutschlandtrend positiv aus, gleichwohl gibt es Abstriche im Vergleich zur letzten Europawahl 2019."," The attitude of the German voters towards the EU is positive in the ARD-Deutschland trend, despite some deviations from the last European election in 2019.",6,5,1,-46
160,google/gemma-1.1-7b-it,Qwen/Qwen1.5-0.5B-Chat,"Sechs von zehn Deutschen betonen derzeit, dass es Deutschland durch die EU wirtschaftlich gut geht, während zwei Drittel unterstreichen, dass man durch die EU in Europa sicherer lebt."," Six out of ten Germans currently emphasize that Germany is economically doing well thanks to the EU, while two-thirds underscore that one feels safer in Europe thanks to the EU.",0,3,3,-12
161,google/gemma-1.1-7b-it,Qwen/Qwen1.5-0.5B-Chat,"In Deutschland wird derzeit auch diskutiert, was mit Menschen ist, die Bürgergeld, also die staatliche Grundsicherung für Arbeitslose beziehen, aber Arbeitsangebote ablehnen."," In Germany, there is also discussion about the people who receive unemployment benefits but reject job offers.",3,2,1,-22
162,google/gemma-1.1-7b-it,Qwen/Qwen1.5-0.5B-Chat,"Angesichts der Probleme mit dem staatlichen Rentensystem fragten die Meinungsforscher zudem, was die Bürger davon halten, länger zu arbeiten."," In view of the problems with the state pension system, the opinion researchers also asked what the citizens thought about working longer.",0,1,2,-5
163,google/gemma-1.1-7b-it,Qwen/Qwen1.5-0.5B-Chat,"69 Prozent sind dagegen, dass das Renteneintrittsalter weiter erhöht wird, 25 Prozent sehen darin einen richtigen Schritt."," About 69% of people are opposed to raising the retirement age, while 25% believe it is a necessary step.",3,0,3,-18
164,google/gemma-1.1-7b-it,Qwen/Qwen1.5-0.5B-Chat,Noch rund eineinhalb Jahre dauert die reguläre Regierungszeit des Dreier-Bündnisses.,The regular governing period of the Three-Party Alliance is still around one and a half years.,3,1,2,-20
165,google/gemma-1.1-7b-it,Qwen/Qwen1.5-0.5B-Chat,"Werden sie es schaffen, in der verbleibenden Zeit noch die Probleme anzupacken, die den Deutschen wichtig sind?",Will they manage to tackle the problems that are important to the Germans in the remaining time?,1,2,0,-11
1,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"In einigen Städten brach Panik aus, als die Erde am Mittwoch bebte.",Panic broke out in some cities when the earth shook on Wednesday.,3,1,2,-20
2,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Gebäude stürzten zum Teil ein oder gerieten in gefährliche Schieflage.,Buildings partially collapsed or were dangerously tilting.,3,0,2,-17
3,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"In vielen Wohnungen gingen Geschirr und andere Gegenstände zu Bruch, Verkehrsbrücken wackelten bedrohlich und an vielen Straßen entstanden Schäden.","In many apartments dishes and other items were broken, traffic bridges wobbled threateningly, and damage occurred on many streets.",,,,
4,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Manche Augenzeugen berichteten, so etwas noch nie erlebt zu haben.",Some eyewitnesses reported never having experienced something like this before.,1,2,3,-14
5,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Die Insel liegt in einer erdbebengefährdeten Zone am Rand zweier tektonischer Platten, der Eurasischen und der Philippinischen.","The island is located in an earthquake-prone zone on the edge of two tectonic plates, the Eurasian and the Philippine plates.",0,0,0,0
6,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,1999 traf ein ähnlich starkes Beben die Inselrepublik.,"In 1999, a similarly strong earthquake hit the island republic.",,,,
7,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Die Folgen damals waren wesentlich verheerender.,The consequences back then were significantly more devastating.,2,0,3,-13
8,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Mindestens 2400 Menschen kamen ums Leben.,At least 2400 people died.,3,1,2,-20
9,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Taiwan investierte seither mehr in Erdbeben-Prävention.,Taiwan has since invested more in earthquake prevention.,1,0,3,-8
10,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Eine große Gruppe Bergarbeiter, die nach dem schweren Erdbeben in Taiwan von der Außenwelt abgeschnitten war, ist befreit worden.",A large group of miners who were cut off from the outside world after the heavy earthquake in Taiwan has been rescued.,,,,
11,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Wie die Feuerwehr mitteilte, konnten die 64 Arbeiter aus einem Steinbruch im Osten der Insel kurz in Sicherheit gebracht werden.","As reported by the fire department, the 64 workers from a quarry in the east of the island could briefly be brought to safety.",0,1,0,-3
12,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Zuvor hatten Rettungskräfte bereits sechs Arbeiter, die in einem anderen Steinbruch festsaßen, per Hubschrauber aus dem Gebiet gebracht.","Previously, rescue workers had already flown six workers out of the area by helicopter who were stuck in another quarry.",3,2,1,-22
13,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Unterdessen stieg die Zahl der Todesopfer nach dem Erdbeben auf zehn.,"Meanwhile, the number of fatalities rose to ten after the earthquake.",3,0,2,-17
14,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Ein 65 Jahre alter Mann sei auf einem Wanderpfad im Taroko-Nationalpark im Osten der Insel gefunden worden, teilten die Behörden mit.","A 65-year-old man was found on a hiking trail in Taroko National Park on the eastern side of the island, authorities reported.",1,0,0,-5
15,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Die Zahl der Verletzten nach den Erdstößen legte derweil leicht auf 1058 zu.,The number of injuries after the earthquakes meanwhile increased slightly to 1058.,3,0,2,-17
16,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Die Aufräumarbeiten gehen derweil weiter.,The cleanup work continues in the meantime.,1,2,0,-11
17,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"So liefen umfangreiche Maßnahmen an, um beschädigte Straßen zu reparieren und Gebäude in gefährlicher Schieflage zu stützen.",Extensive measures were taken to repair damaged roads and support buildings in dangerous tilting.,3,1,2,-20
18,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Nach dem Beben sind nach amtlichen Angaben noch mehr als 640 Menschen von der Außenwelt abgeschnitten.,"According to official reports, after the earthquake, more than 640 people are still cut off from the outside world.",2,1,1,-14
19,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Allein in einer Wanderunterkunft im Kreis Hualien halten sich demnach 615 Menschen auf.,"In a hiking accommodation in the Hualien district alone, 615 people are staying.",0,0,0,0
20,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,24 Touristen säßen noch in einer Höhle fest.,24 tourists were still trapped in a cave.,0,0,0,0
21,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Zu weiteren etwa 30 vermissten Menschen fehlte noch jeder Kontakt.,There was still no contact with about 30 missing people.,,,,
22,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Die Suche nach eingeschlossenen und vermissten Menschen konzentriert sich auf die Gegend um die Stadt Hualien.,The search for trapped and missing persons is focused on the area around the city of Hualien.,,,,
23,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Nach einem Besuch in einem dortigen Notfallzentrum sagte Regierungschef Chen Chien-jen, er hoffe, dass ""wir den heutigen Tag nutzen können, um alle gestrandeten und vermissten Menschen zu finden"".","After a visit to a local emergency center, Prime Minister Chen Chien-jen said he hoped ""we can use today to find all stranded and missing people.""",3,1,2,-20
24,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Immer mehr Politiker und Gesundheitsexperten fordern, dass Deutschland die Zeit während der Corona-Pandemie kritisch aufarbeiten soll.",More and more politicians and health experts are demanding that Germany should critically review the time during the Corona pandemic.,2,1,3,-16
25,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Sie war eine der größten Herausforderungen für die Politik nach dem Zweiten Weltkrieg, nicht nur in Deutschland: Weltweit hatte die Corona-Pandemie  ab Anfang 2020 zur Folge, dass Grundrechte außer Kraft gesetzt und Lockdowns verhängt wurden.","She was one of the biggest challenges for politics after World War II, not only in Germany: Worldwide, the Corona pandemic led to fundamental rights being suspended and lockdowns imposed from the beginning of 2020.",,,,
26,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Schulen, Kindergärten und viele Unternehmen mussten vorübergehend schließen.","Schools, kindergartens, and many businesses had to temporarily close.",2,1,3,-16
27,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Und nachdem die ersten  Impfstoffe bis Mitte des Jahres 2021 in großen Mengen verfügbar waren, entstand ein großer Druck, auch in der Gesellschaft, sich auch tatsächlich impfen zu lassen.","And after the first vaccines were available in large quantities by mid-2021, a lot of pressure arose, also in society, to actually get vaccinated.",3,0,3,-18
28,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Jetzt, mehr als vier Jahre später, ist in Deutschland eine Debatte darüber entstanden, ob und in welcher Form das Land diese intensive Zeit und die politischen Entscheidungen aufarbeiten soll.","Now, more than four years later, a debate has arisen in Germany about whether and in what form the country should process this intense time and the political decisions.",0,1,2,-5
29,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Viele vor allem kleine Betriebe, Restaurants etwa, haben die Zeit der Schließungen nicht überlebt.","Many, especially small businesses, such as restaurants, did not survive the time of closures.",1,0,1,-6
30,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Und fast einhellig gestehen damalige und heutige Politiker ein, vor allem mit Kindern und Jugendlichen viel zu streng umgegangen zu sein.","And almost unanimously, former and current politicians admit to have been too strict, especially with children and teenagers.",1,2,3,-14
31,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Jetzt, mehr als vier Jahre später, ist in Deutschland eine Debatte darüber entstanden, ob und in welcher Form das Land diese intensive Zeit und die politischen Entscheidungen aufarbeiten soll.","Now, more than four years later, a debate has emerged in Germany about whether and in what form the country should work through this intense period and the political decisions.",,,,
32,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Insgesamt ist Deutschland gemessen an seiner sehr alten Bevölkerung gut durch die Pandemie gekommen.,"Overall, Germany has done well in handling the pandemic in relation to its very elderly population.",0,0,2,-2
33,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Herr Weidinger ist ein älterer Mann, er sagt: ""Das war eine schwierige Situation, also die einzige wahre Lösung gab es da vermutlich nicht."" ","Mr. Weidinger is an older man, he says: ""That was a difficult situation, so there probably wasn't just one true solution.""",2,0,2,-12
34,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Wenn Deutschland jetzt seine Pandemie-Geschichte wirklich aufarbeitet, wird es eines der ersten Länder sein, die das tun.","If Germany now really deals with its pandemic history, it will be one of the first countries to do so.",1,0,0,-5
35,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Fest steht wohl schon jetzt: Die Verwerfungen durch Corona waren woanders weitaus stärker.,It is already clear: The disruptions caused by Corona were much stronger elsewhere.,0,2,1,-7
36,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Raspelkurze Haare, schwarze Brille, Backenbart - und seine größte Leidenschaft gilt dem Computer.","Short cropped hair, black glasses, goatee - and his greatest passion is dedicated to the computer.",0,1,0,-3
37,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Jetzt wird der Berliner, der so gar nicht wie ein Superman aussieht, wie ein Superheld gefeiert.","Now the Berliner, who doesn't look at all like a Superman, is being celebrated like a superhero.",0,1,2,-5
38,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Denn: Er hat nichts weniger getan als das Internet gerettet und einen weltweiten Cyberangriff verhindert.,Because: He did nothing less than saved the internet and prevented a worldwide cyber attack.,1,0,3,-8
39,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Zum Glück sitzt er gern vorm Computer.,"Luckily, he enjoys sitting in front of the computer.",1,0,2,-7
40,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Das hat er auch vor ein paar Tagen im Flieger gemacht, als er nach einem Heimatbesuch wieder auf dem Rückweg nach San Francisco war.",He also did that a few days ago on the plane when he was on his way back to San Francisco after a visit home.,2,1,3,-16
41,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Dort heuerte er vor fünf Jahren der Entwickler bei Microsoft an.,"There, he joined Microsoft as a developer five years ago.",0,2,1,-7
42,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Bei einigen Software-Tests auf seinem Computer fällt ihm auf, dass sich Verzögerungen von einer halben Sekunde einschlichen, wenn er Befehle im Linux-Betriebssystem eingab.","During some software tests on his computer, he noticed that delays of half a second crept in when he entered commands in the Linux operating system.",1,0,3,-8
43,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Er macht sich auf Spurensuche - und eine erstaunliche Entdeckung.,He is going on a search for clues - and makes an astonishing discovery.,1,0,1,-6
44,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Freund bemerkte, dass die Anmeldung plötzlich mehr Rechenleistung benötigte, ein Leistungsabfall von lediglich 500 Millisekunden.","Friend noticed that the login suddenly required more computing power, a decrease in performance of only 500 milliseconds.",1,1,0,-8
45,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Erstaunlich, wem er da auf die Spur kommt: Unbekannte haben im Linux-Betriebssystem eine sogenannte Hintertür eingebaut, die aktuellsten Versionen von ""xz-utils"" (ein Linux-Software-Werkzeug) manipuliert.","Amazing who he's getting on track with here: Unknown individuals have built a so-called backdoor into the Linux operating system, manipulating the latest versions of 'xz-utils' (a Linux software tool).",2,0,2,-12
46,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Die ausgetüftelte Schadsoftware war vermutlich das Ergebnis einer jahrelangen Geheimaktion.,The sophisticated malware was probably the result of years of covert operation.,0,2,1,-7
47,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Offenbar sollte schon bald ein weltweiter Cyberangriff gestartet werden.,Apparently a global cyber attack was supposed to be launched soon.,1,2,3,-14
48,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Der Schaden wäre riesig gewesen, die Hacker hätten Zugriff auf Millionen Computer gehabt.","The damage would have been huge, the hackers would have had access to millions of computers.",0,2,4,-10
49,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Auch etliche Rechenzentren laufen auf der Basis von Linux.,Several data centers also run on the basis of Linux.,0,0,0,0
50,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Am Karfreitag teilte Freund IT-Spezialisten seine Entdeckung mit - und schreckte weltweit Experten auf.,"On Good Friday, friend IT specialist shared his discovery - and alarmed experts worldwide.",0,0,0,0
51,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Wer hinter der Aktion steckt, ist noch unklar.",Who is behind the action is still unclear.,1,3,0,-14
52,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Wahrscheinlich sind es Geheimdienst-Agenten eines Nachrichten-Dienstes, die in monatelanger Vorarbeit eine weltweite Aktion planten - die jetzt ein deutscher Computer-Nerd auffliegen ließ.",Probably they are intelligence agents of a news service who have been planning a worldwide operation for months - which has now been uncovered by a German computer nerd.,,,,
53,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Microsoft-CEO Satya Nadella lobte Freunds ""Neugier und sein handwerkliches Können.""",Microsoft CEO Satya Nadella praised Freunds curiosity and his craftsmanship.,1,0,0,-5
54,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Der 38-Jährige selbst bleibt bescheiden, sagt: ""Ich bin ein eher privater Mensch.""","The 38-year-old man himself remains modest, saying: ""I am a rather private person.""",,,,
55,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Die Wahrheit enthüllt: Was die Medien Ihnen über Solar verschweigen.,The truth revealed: What the media is hiding from you about solar.,1,2,0,-11
56,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Die Medien präsentieren Solarenergie oft als teure oder ineffiziente Option, doch die Wahrheit sieht ganz anders aus."," The media often present solar energy as an expensive or inefficient option, but the truth is quite different.",3,0,1,-16
57,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Hinter den Kulissen hat sich ein Wandel vollzogen, der das Potential hat, Ihre Finanzen radikal zu verändern.","Behind the scenes, a change has taken place that has the potential to radically alter your finances.",3,0,2,-17
58,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Wir decken auf, was wirklich hinter den Schlagzeilen steckt und warum eine Solaranlage eine Investition in Ihre finanzielle Zukunft ist.",We uncover what is really behind the headlines and why a solar power system is an investment in your financial future.,1,0,1,-6
59,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Warum kaum jemand vom Preissturz bei Solaranlagen weiß.,Why hardly anyone knows about the price drop in solar systems.,0,1,2,-5
60,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Die Kosten für Solarpanels sind in den letzten Jahren drastisch gefallen - ein Detail, das oft unter den Tisch fällt.",The costs for solar panels have drastically fallen in recent years - a detail that is often overlooked.,3,1,2,-20
61,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Dank fortschrittlicher Technologien und Massenproduktion sind die Preise so niedrig wie nie.,"Thanks to advanced technologies and mass production, prices are lower than ever.",0,0,3,-3
62,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Die Lager sind extrem gut gefüllt!,The shelves are extremely well stocked!,3,0,2,-17
63,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Oft wird dieser entscheidende Fakt jedoch verschwiegen, um traditionelle Energieanbieter zu schützen.","This crucial factor is often concealed, however, in order to protect traditional energy providers.",2,1,2,-15
64,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Über die Lebensdauer einer Solaranlage können Sie Zehntausende Euro an Stromkosten einsparen.,You can save tens of thousands of euros on electricity costs over the lifespan of a solar system.,0,10,2,-32
65,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Die anfängliche Investition rechnet sich schneller, als Sie denken.",The initial investment pays off faster than you think.,1,2,3,-14
66,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Es gibt finanzielle Unterstützungen, die Ihre Investition noch attraktiver machen - ein weiteres Detail, das oft nicht breit kommuniziert wird.",There are financial supports that make your investment even more attractive - another detail that is often not widely communicated.,1,0,3,-8
67,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Binden Sie sich nicht länger an die Unberechenbarkeit des Energiemarktes.,Do not tie yourself to the unpredictability of the energy market any longer.,3,0,3,-18
68,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Mit einer Solaranlage sichern Sie sich gegen zukünftige Preissteigerungen ab.,"With a solar system, you protect yourself against future price increases.",1,0,2,-7
69,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Lithium ist ein wesentlicher Bestandteil von Batteriespeichersystemen, die fast immer zusammen mit Photovoltaikanlagen installiert werden.","Lithium is an essential component of battery storage systems, which are almost always installed together with photovoltaic systems.",3,0,1,-16
70,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Der Preis für Lithium ist aufgrund von Produktionssteigerungen und der Erschließung neuer Lithiumminen weltweit stabilisiert und sogar stark reduziert.,The price of lithium has stabilized worldwide and even been greatly reduced due to increased production and the opening of new lithium mines.,,,,
71,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Das sorgt auch für deutlich günstigere Produktionspreise in der Solartechnik.,This also ensures significantly cheaper production prices in solar technology.,0,0,0,0
72,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Sie drücken bei Konsumenten weiterhin die alten Preise durch und erhöhen den eigenen Gewinn drastisch.,They continue to push through the old prices with consumers and drastically increase their own profit.,3,1,2,-20
73,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Um Verbraucher vor diesem kritischen Fehler zu bewahren, haben junge deutsche Unternehmer jetzt ein Vergleichs-Portal erschaffen.","To prevent consumers from making this critical mistake, young German entrepreneurs have now created a comparison portal.",,,,
74,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Das Portal erfreut sich derzeit immer größerer Beliebtheit, denn es vereinfacht das Einholen von Erstinformationen ungemein.",The portal is currently becoming increasingly popular because it greatly simplifies obtaining initial information.,0,0,0,0
75,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Das Besondere: Die Anbieter sind sich um den direkten Konkurrenzkampf bewusst und daher bemüht, Ihnen ein faires Angebot zu machen.",The special thing: The providers are aware of the direct competition and are therefore striving to offer you a fair deal.,3,0,2,-17
76,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Erstmals hat die europäische Polizeibehörde Europol auf der Grundlage von Daten aus allen EU-Mitgliedsstaaten die Organisierte Kriminalität unter die Lupe genommen.,"For the first time, the European police authority Europol has examined organized crime based on data from all EU member states.",1,0,3,-8
77,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Die europäische Polizeibehörde Europol hat erstmals die ""bedrohlichsten"" Banden des Kontinents analysiert.","The European police authority Europol has analyzed the ""most threatening"" gangs on the continent for the first time.",1,0,3,-8
78,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Das schwere und organisierte Verbrechen ist allgegenwärtig und stellt weiterhin eine große Bedrohung der inneren Sicherheit der Europäischen Union dar"", heißt es in der 51 Seiten starken Studie.","""The heavy and organized crime is omnipresent and continues to pose a major threat to the internal security of the European Union,"" the 51-page study says.",3,0,2,-17
79,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Die größte Bedrohung liegt Europol zufolge in der Infiltrierung der legalen Geschäftswelt - Ziele sind dabei die Erleichterung und Verdeckung der Verbrechen sowie das Waschen der Profite.,"According to Europol, the biggest threat lies in the infiltration of the legal business world - the goals are to facilitate and conceal crimes, as well as to launder profits.",,,,
80,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Für ihre kriminellen Aktivitäten nutzen dem Bericht zufolge rund 86 Prozent der Banden ""legale Handelsstrukturen"".","According to the report, around 86 percent of gangs use ""legal trade structures"" for their criminal activities.",3,0,1,-16
