sent_id,generator,evaluator,german_sentence,Translation,score
127,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,Ein höhenverstellbarer Schreibtisch oder ergonomische Stühle fördern einen gesunden Arbeitsalltag.,An adjustable height desk or ergonomic chairs promote a healthy workday.,5
128,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,"Ein Team aus Physiotherapeuten, Trainern, Ärzten will nicht nur mit ergonomischen Büromöbeln, sondern auch mit ganzheitlichen Lösungen, Gesundheit, Wohlbefinden und die Produktivität im Arbeitsalltag verbessern.","A team of physiotherapists, trainers, and doctors aims to improve not only health, well-being, and productivity in everyday work life with ergonomic office furniture, but also with holistic solutions.",5
129,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,Dieser Philosophie folgend betreibt Ergotopia einen YouTube-Kanal und unterstützt mit hilfreichen Übungen und Tipps zu mehr Bewegung und weniger Schmerzen im Alltag.,"Following this philosophy, Ergotopia runs a YouTube channel and supports with helpful exercises and tips for more movement and less pain in everyday life.",5
130,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,"Bekanntlich fördert ein höhenverstellbarer Schreibtisch eine aktivere Lebensweise, aber Ergotopia bietet darüber hinaus auch kostenlose Fachartikel, Infografiken und Online-Kurse.","It is well known that an adjustable height desk promotes a more active lifestyle, but in addition, Ergotopia also offers free expert articles, infographics, and online courses.",5
131,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,Das Ziel: das Bewusstsein für einen gesunden und aktiven (Arbeits-)Alltag zu fördern und so Volkskrankheiten wie Rücken- und Nackenschmerzen entgegenzuwirken.,The goal: to promote awareness for a healthy and active (work) life and thus counteract common ailments such as back and neck pain.,5
132,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,Dieser Schreibtischstuhl kombiniert modernes Design und ergonomische High-End-Bauteile.,This office chair combines modern design and high-end ergonomic components.,5
133,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,"Durch sein minimalistisches Design, das bewusst auf abstehende Anbauteile verzichtet, fügt er sich in jede Umgebung ein.","By its minimalist design, which deliberately refrains from protruding attachments, it fits into any environment.",5
134,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,Die integrierte Synchronmechanik in Kombination mit einer flexiblen Lordosenstütze passt sich individuell den ergonomischen Bedürfnissen des Nutzers an.,The integrated synchronous mechanism in combination with a flexible lordosis support adapts individually to the ergonomic needs of the user.,5
135,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,"Ein ergonomischer Bürostuhl aus 100 % recyceltem Material ist atmungsaktiv, wasser- und schmutzabweisend und damit besonders pflegeleicht.","An ergonomic office chair made of 100% recycled material is breathable, water- and dirt-repellent and therefore particularly easy to care for.",5
136,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,Zugleich sorgt er für zusätzlichen Komfort während langer Arbeitstage.," At the same time, it provides additional comfort during long workdays.",5
137,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,"Während eines Snowboard-Trips spürte Richard Rupp, Mitgründer von Ergotopia, schon nach den ersten Stunden auf der Skipiste starke Rückenschmerzen, die er auf das übermäßige Sitzen zurückführte.","During a snowboarding trip, Richard Rupp, co-founder of Ergotopia, felt strong back pain after just a few hours on the ski slope, which he attributed to excessive sitting.",5
138,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,"Sein erster Gedanke: ""Das sollte mir in meinem Alter eigentlich nicht passieren.""",His first thought was: ÂThat shouldn't happen to me at my age.Â.,5
139,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,"Wie die Behörden mitteilten, wurde das Gebiet von New York City am Freitag von einem Erdbeben mit einer vorläufigen Stärke von 4,7 erfasst.","As reported by the authorities, the area of New York City was hit by an earthquake with a preliminary magnitude of 4.7 on Friday.",5
140,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,BILD-Korrespondent Herbert Bauernebel wohnt selbst in New York City.,BILD correspondent Herbert Bauernebel lives in New York City himself.,5
141,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,"Er berichtet: ""Unser ganzes Haus hat 15 bis 20 Sekunden gerüttelt, dann war alles vorbei."" Das Zentrum des Bebens ereignete sich in der Nähe vom Bezirk Lebanon im US-Bundesstaat New Jersey, etwa 72 Kilometer westlich von New York City und 80 Kilometer nördlich von Philadelphia.","He reports: ""Our entire house shook for 15 to 20 seconds, then it was all over."" The epicenter of the earthquake was near the Lebanon district in the US state of New Jersey, about 72 kilometers west of New York City and 80 kilometers north of Philadelphia.",5
142,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,"In einem Café in Lower Manhattan regten sich die Kunden über das klappernde Geschirr auf, wie die Nachrichtenagentur AP berichtet.","Customers in a cafÃ© in Lower Manhattan were complaining about the clattering dishes, as reported by the news agency AP.",5
143,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,"Ein Angestellter gegenüber AP: ""Ich dachte, hier kann es doch kein Erdbeben geben."" Uns liegen derzeit keine Berichte über größere Auswirkungen vor, aber wir sind noch dabei, die Folgen zu bewerten.","An employee to AP: ""I thought there couldn't be an earthquake here."" We currently have no reports of major impacts, but we are still evaluating the consequences.",5
144,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,"New Yorker Anwohner berichteten in den sozialen Medien, dass sie ein Rumpeln an der Ostküste spürten.",New York residents reported on social media that they felt a rumble on the East Coast.,5
145,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,"Die New Yorker Feuerwehr teilte mit, dass es zunächst keine Berichte über Schäden gab.",The New York Fire Department reported no initial damage reports.,5
146,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,Die Erschütterungen weckten Erinnerungen an das Erdbeben vom 23.,The tremors awakened memories of the earthquake from the 23rd.,5
147,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,"August 2011, das Millionen von Menschen von Georgia bis Kanada erschütterte.",The earthquake that shook millions of people from Georgia to Canada in August 2011.,5
148,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,Die Bedrohung ist spürbar und wird auch von den Bürgern wahrgenommen - das zeigt der ARD-Deutschlandtrend.,The threat is perceptible and is also perceived by citizens - as shown by the ARD-Germany trend.,5
149,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,Inzwischen ist das Geld weitgehend mit festen Aufträgen für Rüstungsgüter hinterlegt.,"By now, the money has been largely earmarked for fixed contracts on armaments.",5
150,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,"Die Bundeswehr soll so umgebaut werden, dass sie für den Ernstfall bereit ist, also für den Fall, dass Deutschland angegriffen würde.","The Federal Armed Forces should be restructured in such a way that it is prepared for emergencies, i.e. in case Germany is attacked.",5
151,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,Sieben von zehn und damit mehr als vor fünf Jahren betrachten Frieden und Sicherheit in Europa als sehr stark beziehungsweise stark gefährdet.,7 out of 10 and therefore more than 5 years ago consider peace and security in Europe as very strongly or strongly threatened.,5
152,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,Das Meinungsforschungsinstitut infratest-dimap hat für den Deutschlandtrend am 2 und 3 April 2024 insgesamt 1304 repräsentativ ausgesuchte Wahlberechtigte befragt.," The opinion research institute infratest-dimap surveyed a total of 1304 eligible voters for the Germany trend on April 2 and 3, 2024, who were representative.",5
153,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,"Deutschland und seine Verbündeten müssten glaubhaft abschrecken, damit niemand auf die Idee komme, ""uns als NATO-Gebiet anzugreifen"", betonte Pistorius, der im ARD-Deutschlandtrend der mit Abstand beliebteste Politiker ist.","Germany and its allies should credibly deter, so that no one gets the idea to attack us as NATO territory, emphasized Pistorius, who in the ARD-Germany trend is by far the most popular politician.",5
154,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,Der Rückhalt für das Bündnis in der Bevölkerung ist angesichts der aktuellen Lage groß.,The support for the alliance in the population is large given the current situation.,5
155,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,"Die Allianz ist für 82 Prozent wichtig für die Friedenssicherung in Europa, nur etwa jeder Zehnte hält sie für überflüssig.","The Alliance is important for the maintenance of peace in Europe for 82 percent, but only about every tenth person considers it unnecessary.",5
156,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,"Donald Trump, der erneut US-Präsident werden will, hat die Mitgliedschaft der USA in der NATO schon mehr als einmal in Frage gestellt.","Donald Trump, who wants to become US President again, has questioned the membership of the USA in NATO more than once.",5
157,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,"Eine Mehrheit der Deutschen findet es wichtig, das gemeinsame Bündnis mit den USA zu bewahren.",A majority of Germans consider it important to preserve the common alliance with the USA.,5
158,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,"69 Prozent sind der Meinung, dass das im europäischen Eigeninteresse liegt.",69 percent are of the opinion that this is in the European self-interest.,5
159,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,"Die Haltung der Bundesbürger zur EU fällt im ARD-Deutschlandtrend positiv aus, gleichwohl gibt es Abstriche im Vergleich zur letzten Europawahl 2019.","The attitude of the Federal Republic of Germany's citizens towards the EU is positive in the ARD-Germany trend, nonetheless there are deductions compared to the last European election in 2019.",5
160,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,"Sechs von zehn Deutschen betonen derzeit, dass es Deutschland durch die EU wirtschaftlich gut geht, während zwei Drittel unterstreichen, dass man durch die EU in Europa sicherer lebt.","Six out of ten Germans emphasize that Germany is economically well off due to the EU at present, while two thirds underline that one lives more securely in Europe through the EU.",5
161,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,"In Deutschland wird derzeit auch diskutiert, was mit Menschen ist, die Bürgergeld, also die staatliche Grundsicherung für Arbeitslose beziehen, aber Arbeitsangebote ablehnen.","Currently, there is also a debate in Germany about what to do with people who receive BÃ¼rgergeld, the state's basic security for the unemployed, but reject job offers.",5
162,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,"Angesichts der Probleme mit dem staatlichen Rentensystem fragten die Meinungsforscher zudem, was die Bürger davon halten, länger zu arbeiten."," In light of the problems with the state pension system, opinion pollsters also asked what citizens think about working longer.",5
163,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,"69 Prozent sind dagegen, dass das Renteneintrittsalter weiter erhöht wird, 25 Prozent sehen darin einen richtigen Schritt.","69 percent are against further increasing the retirement age, 25 percent see it as a right step.",5
164,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,Noch rund eineinhalb Jahre dauert die reguläre Regierungszeit des Dreier-Bündnisses.,The regular government time of the three-alliance lasts for another one and a half years.,5
165,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,"Werden sie es schaffen, in der verbleibenden Zeit noch die Probleme anzupacken, die den Deutschen wichtig sind?",Will they be able to tackle the problems that are important to the Germans in the remaining time?,5
1,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"In einigen Städten brach Panik aus, als die Erde am Mittwoch bebte.","During certain parts of the week, snow began to fall in some parts of Europe.",0
2,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Gebäude stürzten zum Teil ein oder gerieten in gefährliche Schieflage.,"""GebÃ¯Â¿Â½ude was to die part, which part he or she fell asleep in.""",0
3,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"In vielen Wohnungen gingen Geschirr und andere Gegenstände zu Bruch, Verkehrsbrücken wackelten bedrohlich und an vielen Straßen entstanden Schäden.","In many houses, gas leaks and other problems occurred in bathrooms, garage sheds, and many streets...",3
4,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Manche Augenzeugen berichteten, so etwas noch nie erlebt zu haben.",Some people reported that they had not yet experienced something new...,5
5,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Die Insel liegt in einer erdbebengefährdeten Zone am Rand zweier tektonischer Platten, der Eurasischen und der Philippinischen.","The island is located on an islet off the coast of two plate-tectonic plates, the European and the Pacific.",5
6,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,1999 traf ein ähnlich starkes Beben die Inselrepublik.,1999 brought an extremely powerful earthquake to the island republic of Iceland.,5
7,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Die Folgen damals waren wesentlich verheerender.,The consequences were severe.,5
8,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Mindestens 2400 Menschen kamen ums Leben.,Only two thousand people died.,0
9,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Taiwan investierte seither mehr in Erdbeben-Prävention.,Taiwan invested more in drought prevention research and development than in other areas of government funding.,5
10,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Eine große Gruppe Bergarbeiter, die nach dem schweren Erdbeben in Taiwan von der Außenwelt abgeschnitten war, ist befreit worden.",A group of bergå·¥äºº who were forced from Taiwan by the hard-hitting earthquake there have been released.,5
11,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Wie die Feuerwehr mitteilte, konnten die 64 Arbeiter aus einem Steinbruch im Osten der Insel kurz in Sicherheit gebracht werden.",How many workers were rescued from a brothel in the Orient Ocean by the fire department within hours?,0
12,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Zuvor hatten Rettungskräfte bereits sechs Arbeiter, die in einem anderen Steinbruch festsaßen, per Hubschrauber aus dem Gebiet gebracht.",RettungskrÃ¯Â¿Â½fte were already stationed six workers at a different settlement after being brought to the region by military vehicles from that part of the country.,3
13,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Unterdessen stieg die Zahl der Todesopfer nach dem Erdbeben auf zehn.,"At that time, the number of dead bodies had reached nine.",4
14,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Ein 65 Jahre alter Mann sei auf einem Wanderpfad im Taroko-Nationalpark im Osten der Insel gefunden worden, teilten die Behörden mit.","A 65-year-old man has been found on a walk in the Taroko National Park in the Outer Island of the Outward Archipelago, and had been accompanied by other hikers.",5
15,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Die Zahl der Verletzten nach den Erdstößen legte derweil leicht auf 1058 zu.,The number of victims who were left after the earthquake was relatively low to be 1058.,3
16,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Die Aufräumarbeiten gehen derweil weiter.,The work will continue.,5
17,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"So liefen umfangreiche Maßnahmen an, um beschädigte Straßen zu reparieren und Gebäude in gefährlicher Schieflage zu stützen.","So long as there is enough money to pay for repairs and restore damaged roads, it will be possible to plant new trees in a short-term rebuild.",1
18,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Nach dem Beben sind nach amtlichen Angaben noch mehr als 640 Menschen von der Außenwelt abgeschnitten.,"After being born, more than 640 people from the AusÃ­Â¿Â½enwelt live in it.",5
19,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Allein in einer Wanderunterkunft im Kreis Hualien halten sich demnach 615 Menschen auf.,"All in a wanderthrough Hualien, 615 people are present.",0
20,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,24 Touristen säßen noch in einer Höhle fest.,24 tourists still attend a festival in a h Ã¯Â¿Â½Ã¯Â¿Â½en...,
21,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Zu weiteren etwa 30 vermissten Menschen fehlte noch jeder Kontakt.,Still approximately 30 people had no contact with each other after further 30 failed attempts...,0
22,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Die Suche nach eingeschlossenen und vermissten Menschen konzentriert sich auf die Gegend um die Stadt Hualien.,The search for missing and forgotten people concentrated on the town of Hualien.,5
23,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Nach einem Besuch in einem dortigen Notfallzentrum sagte Regierungschef Chen Chien-jen, er hoffe, dass ""wir den heutigen Tag nutzen können, um alle gestrandeten und vermissten Menschen zu finden"".","After a visit to a local not-for-profit center, Governor Chen Chien-jen expressed hope that ""we can find people who have been forgotten today and find them again tomorrowâ¦â",5
24,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Immer mehr Politiker und Gesundheitsexperten fordern, dass Deutschland die Zeit während der Corona-Pandemie kritisch aufarbeiten soll.",increasingly politicians and health professionalså¼å Germany to work hard during the COVID-19 pandemic.,5
25,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Sie war eine der größten Herausforderungen für die Politik nach dem Zweiten Weltkrieg, nicht nur in Deutschland: Weltweit hatte die Corona-Pandemie  ab Anfang 2020 zur Folge, dass Grundrechte außer Kraft gesetzt und Lockdowns verhängt wurden.",The most challenging task for political policymakers after World War II was not just Germany: theç« pandemic had caused a global outbreak of rights to fundamental freedoms and lockdowns had been implemented worldwide from early 2020.,5
26,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Schulen, Kindergärten und viele Unternehmen mussten vorübergehend schließen.","Schulen, kindergÃ¤rtens und many companies needed to be closed immediately...",5
27,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Und nachdem die ersten  Impfstoffe bis Mitte des Jahres 2021 in großen Mengen verfügbar waren, entstand ein großer Druck, auch in der Gesellschaft, sich auch tatsächlich impfen zu lassen.","And after the first batch of initial immunosteroids were available by mid-February 2021, there was an even greater number, as well as in society, to contract them...",0
28,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Jetzt, mehr als vier Jahre später, ist in Deutschland eine Debatte darüber entstanden, ob und in welcher Form das Land diese intensive Zeit und die politischen Entscheidungen aufarbeiten soll.","So far as I can tell, there is a debate taking place in Germany about whether to pursue an intense period of time and political decisions on this topic.",3
29,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Viele vor allem kleine Betriebe, Restaurants etwa, haben die Zeit der Schließungen nicht überlebt.","Many small businesses, restaurants, and cafes have lost time during this period of uncertainty.",5
30,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Und fast einhellig gestehen damalige und heutige Politiker ein, vor allem mit Kindern und Jugendlichen viel zu streng umgegangen zu sein.","And at that time, it was easy to see and hear of politicians who were heavily involved in education and youth affairs especially with children and young people.",2
31,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Jetzt, mehr als vier Jahre später, ist in Deutschland eine Debatte darüber entstanden, ob und in welcher Form das Land diese intensive Zeit und die politischen Entscheidungen aufarbeiten soll.","So far as I can tell, there is a debate taking place in Germany about whether to pursue an intense period of time and political decisions on this topic.",3
32,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Insgesamt ist Deutschland gemessen an seiner sehr alten Bevölkerung gut durch die Pandemie gekommen.,"Overall, Germany is grateful for its very old healthcare system well during the pandemic.",0
33,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Herr Weidinger ist ein älterer Mann, er sagt: ""Das war eine schwierige Situation, also die einzige wahre Lösung gab es da vermutlich nicht."" ","""Herweide is an older man, and he says, 'That was a difficult situation, and one of the only true signs was that there was not necessarily enough sunlight.'""",0
34,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Wenn Deutschland jetzt seine Pandemie-Geschichte wirklich aufarbeitet, wird es eines der ersten Länder sein, die das tun.","If Germany now takes its disease history seriously, it will become one of the first leaders to try and treat it...",5
35,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Fest steht wohl schon jetzt: Die Verwerfungen durch Corona waren woanders weitaus stärker.,"Yes, that is correct: The construction works by COVID-19 were wherever there was chaos...",1
36,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Raspelkurze Haare, schwarze Brille, Backenbart - und seine größte Leidenschaft gilt dem Computer.","""Blackbraze boots, black trousers, brown baton, and her devoted love for computers are valued by the computer.""",0
37,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Jetzt wird der Berliner, der so gar nicht wie ein Superman aussieht, wie ein Superheld gefeiert.","Now that Berliner does not look like an adult, but rather an adult superhero, he has been given a superhuman treatment.",5
38,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Denn: Er hat nichts weniger getan als das Internet gerettet und einen weltweiten Cyberangriff verhindert.,"That's all, as far as the internet is concerned and the entire world is protected from cyberattacks.",2
39,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Zum Glück sitzt er gern vorm Computer.,"At the moment, he is sitting on a computer.",5
40,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Das hat er auch vor ein paar Tagen im Flieger gemacht, als er nach einem Heimatbesuch wieder auf dem Rückweg nach San Francisco war.","It also took him a few days before he could fly again, as he had gone back to San Francisco for an orientation trip after flying there earlier that week.",5
41,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Dort heuerte er vor fünf Jahren der Entwickler bei Microsoft an.,He was working at Microsoft for several years before joining Google.,5
42,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Bei einigen Software-Tests auf seinem Computer fällt ihm auf, dass sich Verzögerungen von einer halben Sekunde einschlichen, wenn er Befehle im Linux-Betriebssystem eingab.","During some software tests on his computer, he was informed that if he performed commands in the Linux operating system for a half-second, errors would occur.",5
43,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Er macht sich auf Spurensuche - und eine erstaunliche Entdeckung.,He goes through hell and an incredible discovery.,3
44,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Freund bemerkte, dass die Anmeldung plötzlich mehr Rechenleistung benötigte, ein Leistungsabfall von lediglich 500 Millisekunden.","Friend pointed out that registration was more expensive than expected, with an earnings loss of approximately $500 per day.",4
45,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Erstaunlich, wem er da auf die Spur kommt: Unbekannte haben im Linux-Betriebssystem eine sogenannte Hintertür eingebaut, die aktuellsten Versionen von ""xz-utils"" (ein Linux-Software-Werkzeug) manipuliert."," unbelievably, where he is located: unknown software tools have been installed in the Linux operating system that currently uses the latest version of Ã¯Â¿Â½xz-utilsÃ¯Â¿Â½ (an open-source Linux software tool), which manipulate various versions of Ã¯Â¿Â½xz-utilsÃ¯Â¿Â½.",4
46,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Die ausgetüftelte Schadsoftware war vermutlich das Ergebnis einer jahrelangen Geheimaktion.,the corrupted software was widely believed to have been the result of ané¿ä¹ and profitable secret operation.,1
47,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Offenbar sollte schon bald ein weltweiter Cyberangriff gestartet werden.,â alreadyâ should be translated to âby now.â,5
48,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Der Schaden wäre riesig gewesen, die Hacker hätten Zugriff auf Millionen Computer gehabt.","The damage is significant, and hackers have accessed millions of computer systems.",5
49,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Auch etliche Rechenzentren laufen auf der Basis von Linux.,A large part of computing activities are carried out on Linux operating systems.,5
50,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Am Karfreitag teilte Freund IT-Spezialisten seine Entdeckung mit - und schreckte weltweit Experten auf.,Friendship specialists shared their encounter with Internet experts on Friday.,5
51,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Wer hinter der Aktion steckt, ist noch unklar.",Who behind the action is still unknown...,5
52,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Wahrscheinlich sind es Geheimdienst-Agenten eines Nachrichten-Dienstes, die in monatelanger Vorarbeit eine weltweite Aktion planten - die jetzt ein deutscher Computer-Nerd auffliegen ließ.","Could it be that some classified information agents on a message-dienst operate within longer deadlines, potentially involving an international operation now based in a German computer-nerd?",
53,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Microsoft-CEO Satya Nadella lobte Freunds ""Neugier und sein handwerkliches Können.""",CEO Satya Nadella is emphasizing that friends and his craft can make him happy.,5
54,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Der 38-Jährige selbst bleibt bescheiden, sagt: ""Ich bin ein eher privater Mensch.""","The self-stressed individual remains undeterred, states: ""I am rather a private person.""",5
55,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Die Wahrheit enthüllt: Was die Medien Ihnen über Solar verschweigen.,The truth is: What media have you made us believe to be cooling off solar radiation...,5
56,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Die Medien präsentieren Solarenergie oft als teure oder ineffiziente Option, doch die Wahrheit sieht ganz anders aus.","Media often transmit solar energy as either expensive or inefficent options, but the truth is even stranger...",5
57,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Hinter den Kulissen hat sich ein Wandel vollzogen, der das Potential hat, Ihre Finanzen radikal zu verändern.","In the aftermath of the downturns, the potential for financial stability has exploded, driving your finances drastically back into balance.",5
